"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","RNA polymerase II-specific DNA-binding transcription factor binding","GO:0061629","false","0.01647536778122107","1.7831648818282126","353","52","7","20195","SIRT1,GTF2B,CD34,CDKN2A,STAT3,KLF4,PPARA"
"GO:MF","molecular function regulator activity","GO:0098772","true","0.019023435702572263","1.720711045131491","2057","52","16","20195","GRM7,BCL2,MET,CDK4,CCND3,CCNE1,NOTCH1,CCNG1,BMP7,CDKN2A,VEGFA,CXCL10,TGFB1,MAP3K14,IL1B,KRAS"
"GO:MF","sequence-specific DNA binding","GO:0043565","true","0.0303985929807724","1.517146517536902","1672","52","14","20195","BCL2,MYB,MYCN,E2F3,SIRT1,GTF2B,TGIF1,E2F1,XRN2,STAT3,KLF4,CUX1,PER1,PPARA"
"GO:MF","NAD-dependent histone deacetylase activity","GO:0017136","true","0.03335442442131065","1.4768465493242589","5","52","2","20195","SIRT1,SIRT2"
"GO:MF","protein kinase binding","GO:0019901","false","0.03774963309491694","1.4230872651110134","709","52","9","20195","CDH1,CCND3,CDC25A,CCNE1,SIRT1,E2F1,CDKN2A,STAT3,KCNH1"
"GO:MF","transcription cis-regulatory region binding","GO:0000976","true","0.044372432187777866","1.3528867656314","1508","52","13","20195","MYB,MYCN,E2F3,SIRT1,GTF2B,TGIF1,E2F1,XRN2,STAT3,KLF4,CUX1,PER1,PPARA"
"GO:MF","transcription regulatory region nucleic acid binding","GO:0001067","false","0.04497604634718232","1.3470187242020568","1510","52","13","20195","MYB,MYCN,E2F3,SIRT1,GTF2B,TGIF1,E2F1,XRN2,STAT3,KLF4,CUX1,PER1,PPARA"
"GO:MF","BH3 domain binding","GO:0051434","true","0.04994908959484303","1.3014724231044497","6","52","2","20195","BCL2,BAX"
"GO:MF","keratin filament binding","GO:1990254","true","0.04994908959484303","1.3014724231044497","6","52","2","20195","SIRT1,VIM"
"GO:MF","protein-containing complex binding","GO:0044877","true","0.049959802066338654","1.3013792909077337","1311","52","12","20195","PTEN,SIRT1,ADAM17,VIM,MMP9,KCNH1,TGFB1,EIF5A2,KDR,IL1B,PPARA,KRAS"
"GO:BP","cell population proliferation","GO:0008283","true","6.748542278362325e-16","15.170790026996068","1994","52","31","21110","BCL2,CDK4,PDCD4,MYCN,CCND3,CDC25A,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,ADAM17,E2F1,BMP7,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,STAT3,KLF4,KCNH1,CXCL10,TGFB1,SIRT2,KDR,IL1B,KRAS"
"GO:BP","cell development","GO:0048468","false","5.558754341636126e-15","14.255022518339434","2763","52","34","21110","CDH1,GRM7,BCL2,MYB,MET,PDCD4,RAB21,MYCN,PTEN,SIRT1,BTG2,NOTCH1,ADAM17,E2F1,BMP7,VIM,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CUX1,TGFB1,SIRT2,STAU1,KDR,IL1B,PPARA,KRAS"
"GO:BP","regulation of cell death","GO:0010941","false","9.798304871987129e-15","14.00884905169722","1648","52","28","21110","BCL2,MET,PDCD4,MYCN,PTEN,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,PEA15,E2F1,BMP7,CD34,BAX,CDKN2A,MMP2,VEGFA,MMP9,KLF4,CXCL10,TGFB1,SIRT2,KDR,IL1B,PPARA,KRAS"
"GO:BP","regulation of cell population proliferation","GO:0042127","false","1.674950773317279e-14","13.775997952323152","1682","52","28","21110","BCL2,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,ADAM17,E2F1,BMP7,BAX,CDKN2A,MMP2,VEGFA,MMP9,STAT3,KLF4,KCNH1,CXCL10,TGFB1,SIRT2,KDR,IL1B,KRAS"
"GO:BP","response to abiotic stimulus","GO:0009628","false","6.212591704748404e-14","13.206727187542755","1146","52","24","21110","BCL2,CDC25A,PTEN,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,E2F1,BMP7,CD34,BAX,MMP2,VEGFA,MMP9,CYBB,CXCL10,TGFB1,SIRT2,MAP3K14,PER1,IL1B,PPARA,KRAS"
"GO:BP","positive regulation of cellular process","GO:0048522","false","7.635567147269146e-14","13.117158699304136","5615","52","43","21110","CDH1,BCL2,MYB,MET,CDK4,PDCD4,RAB21,MYCN,CCND3,CDC25A,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,ADAM17,PEA15,E2F1,BMP7,VIM,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CUX1,CXCL10,TGFB1,SIRT2,MAP3K14,PER1,EIF5A2,STAU1,KDR,IL1B,PPARA,KRAS"
"GO:BP","negative regulation of cell differentiation","GO:0045596","false","9.486691383241891e-14","13.022885227461392","679","52","20","21110","CDH1,MYB,PDCD4,MYCN,PTEN,SIRT1,BTG2,NOTCH1,E2F1,BMP7,CDKN2A,VEGFA,MMP9,STAT3,CXCL10,TGFB1,SIRT2,IL1B,PPARA,KRAS"
"GO:BP","regulation of programmed cell death","GO:0043067","false","1.46826097667927e-13","12.833196743699093","1491","52","26","21110","BCL2,MET,PDCD4,PTEN,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,PEA15,E2F1,BMP7,BAX,CDKN2A,MMP2,VEGFA,MMP9,KLF4,CXCL10,TGFB1,SIRT2,KDR,IL1B,PPARA,KRAS"
"GO:BP","negative regulation of developmental process","GO:0051093","false","1.537172098585805e-13","12.813277507072764","927","52","22","21110","CDH1,BCL2,MYB,PDCD4,MYCN,PTEN,SIRT1,BTG2,NOTCH1,E2F1,BMP7,CDKN2A,VEGFA,MMP9,STAT3,KLF4,CXCL10,TGFB1,SIRT2,IL1B,PPARA,KRAS"
"GO:BP","regulation of multicellular organismal development","GO:2000026","false","4.921297923493047e-13","12.307920343030823","1407","52","25","21110","CDH1,MYB,RAB21,MYCN,PTEN,SIRT1,BTG2,NOTCH1,E2F1,BMP7,CD34,CDKN2A,VEGFA,MMP9,STAT3,KLF4,CUX1,CYBB,CXCL10,TGFB1,SIRT2,KDR,IL1B,PPARA,KRAS"
"GO:BP","regulation of cell differentiation","GO:0045595","false","4.983586411127418e-13","12.302458007042759","1568","52","26","21110","CDH1,BCL2,MYB,PDCD4,RAB21,MYCN,PTEN,SIRT1,BTG2,NOTCH1,E2F1,BMP7,CD34,CDKN2A,VEGFA,MMP9,STAT3,KLF4,CUX1,CXCL10,TGFB1,SIRT2,KDR,IL1B,PPARA,KRAS"
"GO:BP","positive regulation of biological process","GO:0048518","false","9.190571020357467e-13","12.036657504578397","6358","52","44","21110","CDH1,BCL2,MYB,MET,CDK4,PDCD4,RAB21,MYCN,CCND3,CDC25A,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,ADAM17,PEA15,E2F1,BMP7,VIM,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CUX1,CYBB,CXCL10,TGFB1,SIRT2,MAP3K14,PER1,EIF5A2,STAU1,KDR,IL1B,PPARA,KRAS"
"GO:BP","regulation of apoptotic process","GO:0042981","false","1.1476361327817783e-12","11.940195786654074","1459","52","25","21110","BCL2,PDCD4,PTEN,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,PEA15,E2F1,BMP7,BAX,CDKN2A,MMP2,VEGFA,MMP9,KLF4,CXCL10,TGFB1,SIRT2,KDR,IL1B,PPARA,KRAS"
"GO:BP","negative regulation of cellular process","GO:0048523","false","2.3797185091382986e-12","11.62347441149726","4753","52","39","21110","CDH1,GRM7,BCL2,MYB,MET,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,TGIF1,PEA15,E2F1,BMP7,VIM,CD34,BAX,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CUX1,CXCL10,TGFB1,SIRT2,PER1,KDR,IL1B,PPARA,KRAS"
"GO:BP","response to organonitrogen compound","GO:0010243","true","2.5085744168726e-12","11.60057301109716","1060","52","22","21110","CDH1,BCL2,CDK4,CCND3,SIRT1,BTG2,NOTCH1,CCNG1,PEA15,BMP7,VIM,HPRT1,MMP2,MMP9,ELAVL4,STAT3,CYBB,TGFB1,SIRT2,PER1,IL1B,PPARA"
"GO:BP","regulation of developmental process","GO:0050793","false","3.9989465392029254e-12","11.39805440178905","2482","52","30","21110","CDH1,BCL2,MYB,CDK4,PDCD4,RAB21,MYCN,PTEN,SIRT1,BTG2,NOTCH1,E2F1,BMP7,CD34,BAX,CDKN2A,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CUX1,CYBB,CXCL10,TGFB1,SIRT2,KDR,IL1B,PPARA,KRAS"
"GO:BP","cell death","GO:0008219","false","7.543905203751217e-12","11.122403777554187","2129","52","28","21110","BCL2,MET,PDCD4,MYCN,PTEN,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,PEA15,E2F1,BMP7,CD34,BAX,CDKN2A,MMP2,VEGFA,MMP9,KLF4,CXCL10,TGFB1,SIRT2,KDR,IL1B,PPARA,KRAS"
"GO:BP","cell differentiation","GO:0030154","false","8.524291881334848e-12","11.06934168797205","4318","52","37","21110","CDH1,GRM7,BCL2,MYB,MET,PDCD4,RAB21,MYCN,PTEN,SIRT1,BTG2,NOTCH1,ADAM17,E2F1,BMP7,VIM,XRN2,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CUX1,CXCL10,TGFB1,SIRT2,STAU1,KDR,IL1B,PPARA,KRAS"
"GO:BP","regulation of multicellular organismal process","GO:0051239","false","1.0100342989804941e-11","10.995663878093554","3021","52","32","21110","CDH1,BCL2,MYB,MET,CDK4,PDCD4,RAB21,MYCN,PTEN,SIRT1,BTG2,NOTCH1,ADAM17,E2F1,BMP7,CD34,CDKN2A,MMP2,VEGFA,MMP9,STAT3,KLF4,CUX1,CYBB,CXCL10,TGFB1,SIRT2,PER1,KDR,IL1B,PPARA,KRAS"
"GO:BP","cellular developmental process","GO:0048869","false","1.0418180316080166e-11","10.982208130143778","4344","52","37","21110","CDH1,GRM7,BCL2,MYB,MET,PDCD4,RAB21,MYCN,PTEN,SIRT1,BTG2,NOTCH1,ADAM17,E2F1,BMP7,VIM,XRN2,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CUX1,CXCL10,TGFB1,SIRT2,STAU1,KDR,IL1B,PPARA,KRAS"
"GO:BP","response to nitrogen compound","GO:1901698","false","1.0479353619648052e-11","10.979665504382584","1136","52","22","21110","CDH1,BCL2,CDK4,CCND3,SIRT1,BTG2,NOTCH1,CCNG1,PEA15,BMP7,VIM,HPRT1,MMP2,MMP9,ELAVL4,STAT3,CYBB,TGFB1,SIRT2,PER1,IL1B,PPARA"
"GO:BP","response to organic substance","GO:0010033","false","1.2301641884653911e-11","10.910036919954319","2809","52","31","21110","CDH1,BCL2,MET,CDK4,PDCD4,CCND3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,PEA15,E2F1,BMP7,VIM,BAX,HPRT1,MMP2,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,PER1,S100P,IL1B,PPARA"
"GO:BP","response to oxygen-containing compound","GO:1901700","false","1.3037176291655023e-11","10.88481646180555","1796","52","26","21110","CDH1,BCL2,MET,CDK4,PDCD4,CCND3,SIRT1,BTG2,NOTCH1,ADAM17,E2F1,BMP7,VIM,MMP2,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,PER1,IL1B,PPARA"
"GO:BP","animal organ development","GO:0048513","false","2.7602145433721e-11","10.559057160187887","3128","52","32","21110","CDH1,BCL2,MET,CDK4,PDCD4,MYCN,PTEN,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,E2F1,BMP7,VIM,XRN2,CD34,BAX,HPRT1,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CXCL10,TGFB1,SIRT2,KDR,IL1B,PPARA,KRAS"
"GO:BP","neurogenesis","GO:0022008","false","4.200887521238084e-11","10.376658946540939","1705","52","25","21110","CDH1,GRM7,BCL2,MET,RAB21,MYCN,PTEN,BTG2,NOTCH1,E2F1,BMP7,VIM,XRN2,BAX,HPRT1,MMP2,VEGFA,ELAVL4,STAT3,KLF4,CUX1,TGFB1,SIRT2,IL1B,KRAS"
"GO:BP","regulation of cellular metabolic process","GO:0031323","false","4.3088939535514536e-11","10.365634194227752","5493","52","40","21110","CDH1,BCL2,MYB,MET,CDK4,PDCD4,MYCN,CCND3,CDC25A,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,TGIF1,E2F1,BMP7,VIM,CD34,BAX,HPRT1,CDKN2A,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CUX1,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,KDR,IL1B,PPARA,KRAS"
"GO:BP","anatomical structure morphogenesis","GO:0009653","false","4.457322687173979e-11","10.350925924095074","2712","52","30","21110","CDH1,BCL2,MET,PDCD4,RAB21,MYCN,PTEN,SIRT1,NOTCH1,CCNG1,ADAM17,BMP7,CD34,BAX,HPRT1,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CUX1,CYBB,CXCL10,TGFB1,KDR,IL1B,PPARA,KRAS"
"GO:BP","response to endogenous stimulus","GO:0009719","false","5.133962962426168e-11","10.28954726875222","1720","52","25","21110","CDH1,BCL2,CDK4,PDCD4,CCND3,FMOD,SIRT1,BTG2,NOTCH1,ADAM17,E2F1,BMP7,VIM,MMP2,VEGFA,ELAVL4,STAT3,KLF4,CYBB,TGFB1,SIRT2,PER1,KDR,IL1B,PPARA"
"GO:BP","system development","GO:0048731","false","5.464175727989173e-11","10.262475342183622","3987","52","35","21110","CDH1,GRM7,BCL2,MET,PDCD4,RAB21,MYCN,PTEN,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,E2F1,BMP7,VIM,XRN2,CD34,BAX,HPRT1,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CUX1,CYBB,CXCL10,TGFB1,SIRT2,KDR,IL1B,PPARA,KRAS"
"GO:BP","regulation of mitotic cell cycle","GO:0007346","false","5.8005889468604487e-11","10.236527909301474","495","52","16","21110","BCL2,CDK4,CCND3,CDC25A,PTEN,SIRT1,BTG2,CCNG1,ADAM17,E2F1,BMP7,CDKN2A,KLF4,TGFB1,SIRT2,IL1B"
"GO:BP","programmed cell death","GO:0012501","false","1.0510918242711537e-10","9.978359341980992","1961","52","26","21110","BCL2,MET,PDCD4,PTEN,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,PEA15,E2F1,BMP7,BAX,CDKN2A,MMP2,VEGFA,MMP9,KLF4,CXCL10,TGFB1,SIRT2,KDR,IL1B,PPARA,KRAS"
"GO:BP","multicellular organism development","GO:0007275","false","1.0593726197741047e-10","9.97495125589984","4658","52","37","21110","CDH1,GRM7,BCL2,MYB,MET,PDCD4,RAB21,MYCN,PTEN,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,E2F1,BMP7,VIM,XRN2,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CUX1,CYBB,CXCL10,TGFB1,SIRT2,KDR,IL1B,PPARA,KRAS"
"GO:BP","positive regulation of macromolecule metabolic process","GO:0010604","false","1.0858004421907788e-10","9.964249985814456","3535","52","33","21110","CDH1,BCL2,MYB,MET,MYCN,CCND3,PTEN,E2F3,SIRT1,BTG2,NOTCH1,ADAM17,E2F1,BMP7,VIM,CD34,BAX,CDKN2A,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CYBB,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,KDR,IL1B,PPARA,KRAS"
"GO:BP","regulation of nitrogen compound metabolic process","GO:0051171","false","1.2821641410003086e-10","9.892056373438455","5662","52","40","21110","CDH1,BCL2,MYB,MET,CDK4,PDCD4,MYCN,CCND3,CDC25A,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,TGIF1,E2F1,BMP7,VIM,CD34,BAX,HPRT1,CDKN2A,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CUX1,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,KDR,IL1B,PPARA,KRAS"
"GO:BP","response to chemical","GO:0042221","false","1.5708324652043225e-10","9.803870131520927","4124","52","35","21110","CDH1,BCL2,MET,CDK4,PDCD4,CCND3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,PEA15,E2F1,BMP7,VIM,CD34,BAX,HPRT1,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,PER1,S100P,STAU1,KDR,IL1B,PPARA"
"GO:BP","positive regulation of metabolic process","GO:0009893","false","1.5915269582168356e-10","9.798186000646085","3848","52","34","21110","CDH1,BCL2,MYB,MET,MYCN,CCND3,PTEN,E2F3,SIRT1,BTG2,NOTCH1,ADAM17,E2F1,BMP7,VIM,CD34,BAX,HPRT1,CDKN2A,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CYBB,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,KDR,IL1B,PPARA,KRAS"
"GO:BP","negative regulation of cellular metabolic process","GO:0031324","false","1.6015069819803654e-10","9.795471163632108","2194","52","27","21110","BCL2,MYB,MET,PDCD4,MYCN,CCND3,PTEN,CCNE1,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,CD34,BAX,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,CUX1,TGFB1,SIRT2,PER1,IL1B,PPARA"
"GO:BP","cellular response to endogenous stimulus","GO:0071495","false","1.8554127613641488e-10","9.731559460689407","1469","52","23","21110","CDH1,CDK4,PDCD4,CCND3,FMOD,SIRT1,NOTCH1,ADAM17,E2F1,BMP7,VIM,MMP2,VEGFA,ELAVL4,STAT3,KLF4,CYBB,TGFB1,SIRT2,PER1,KDR,IL1B,PPARA"
"GO:BP","positive regulation of nitrogen compound metabolic process","GO:0051173","false","2.5290275181962175e-10","9.597046445097765","3131","52","31","21110","CDH1,BCL2,MYB,MET,MYCN,CCND3,PTEN,E2F3,SIRT1,BTG2,NOTCH1,ADAM17,E2F1,BMP7,VIM,BAX,HPRT1,CDKN2A,VEGFA,MMP9,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,KDR,IL1B,PPARA,KRAS"
"GO:BP","response to hypoxia","GO:0001666","false","2.8941513453503315e-10","9.538478761837611","286","52","13","21110","BCL2,SIRT1,NOTCH1,ADAM17,E2F1,BMP7,CD34,MMP2,VEGFA,CYBB,TGFB1,SIRT2,PPARA"
"GO:BP","mitotic cell cycle","GO:0000278","false","4.3958211612573564e-10","9.35695998464231","922","52","19","21110","BCL2,MYB,CDK4,CCND3,CDC25A,PTEN,CCNE1,E2F3,SIRT1,BTG2,CCNG1,ADAM17,E2F1,BMP7,CDKN2A,KLF4,TGFB1,SIRT2,IL1B"
"GO:BP","cellular response to chemical stimulus","GO:0070887","false","4.4206504230421917e-10","9.354513826950361","2722","52","29","21110","CDH1,BCL2,MET,CDK4,PDCD4,CCND3,SIRT1,NOTCH1,ADAM17,E2F1,BMP7,VIM,CD34,BAX,MMP2,VEGFA,MMP9,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,PER1,STAU1,KDR,IL1B,PPARA"
"GO:BP","regulation of neurogenesis","GO:0050767","false","5.026356039278021e-10","9.298746751633368","379","52","14","21110","CDH1,RAB21,MYCN,PTEN,BTG2,NOTCH1,E2F1,BMP7,VEGFA,CUX1,TGFB1,SIRT2,IL1B,KRAS"
"GO:BP","response to decreased oxygen levels","GO:0036293","false","5.10497984305773e-10","9.292005968379438","299","52","13","21110","BCL2,SIRT1,NOTCH1,ADAM17,E2F1,BMP7,CD34,MMP2,VEGFA,CYBB,TGFB1,SIRT2,PPARA"
"GO:BP","apoptotic process","GO:0006915","false","5.244423474832746e-10","9.2803022473104","1905","52","25","21110","BCL2,PDCD4,PTEN,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,PEA15,E2F1,BMP7,BAX,CDKN2A,MMP2,VEGFA,MMP9,KLF4,CXCL10,TGFB1,SIRT2,KDR,IL1B,PPARA,KRAS"
"GO:BP","positive regulation of cellular metabolic process","GO:0031325","false","5.408610562306727e-10","9.26691428805878","2976","52","30","21110","CDH1,BCL2,MYB,MET,MYCN,CCND3,E2F3,SIRT1,BTG2,NOTCH1,ADAM17,E2F1,BMP7,VIM,BAX,HPRT1,CDKN2A,VEGFA,MMP9,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,KDR,IL1B,PPARA,KRAS"
"GO:BP","anatomical structure development","GO:0048856","false","5.459758166500296e-10","9.262826593427214","5896","52","40","21110","CDH1,GRM7,BCL2,MYB,MET,CDK4,PDCD4,RAB21,MYCN,PTEN,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,E2F1,BMP7,VIM,XRN2,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CUX1,CYBB,CXCL10,TGFB1,SIRT2,STAU1,KDR,IL1B,PPARA,KRAS"
"GO:BP","negative regulation of biological process","GO:0048519","false","6.78230392224938e-10","9.168622752924426","5932","52","40","21110","CDH1,GRM7,BCL2,MYB,MET,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,TGIF1,PEA15,E2F1,BMP7,VIM,XRN2,CD34,BAX,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CUX1,CXCL10,TGFB1,SIRT2,PER1,KDR,IL1B,PPARA,KRAS"
"GO:BP","positive regulation of cell population proliferation","GO:0008284","false","8.201295026679352e-10","9.086117564868273","955","52","19","21110","BCL2,CDK4,MYCN,PTEN,CCNE1,E2F3,SIRT1,NOTCH1,ADAM17,E2F1,MMP2,VEGFA,MMP9,STAT3,CXCL10,TGFB1,KDR,IL1B,KRAS"
"GO:BP","positive regulation of cell death","GO:0010942","false","8.570357191207305e-10","9.067001077383962","590","52","16","21110","BCL2,PDCD4,MYCN,PTEN,E2F3,SIRT1,NOTCH1,PEA15,E2F1,BMP7,BAX,CDKN2A,MMP2,MMP9,TGFB1,SIRT2"
"GO:BP","cellular response to stress","GO:0033554","false","8.780296531541008e-10","9.056490816686459","1949","52","25","21110","BCL2,MET,PDCD4,PTEN,SIRT1,BTG2,NOTCH1,CCNG1,E2F1,BMP7,CD34,BAX,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,KLF4,CYBB,CXCL10,SIRT2,PER1,STAU1,IL1B,PPARA"
"GO:BP","regulation of cell development","GO:0060284","false","1.0444313419926866e-9","8.981120104054915","835","52","18","21110","CDH1,BCL2,MYB,RAB21,MYCN,PTEN,BTG2,NOTCH1,E2F1,BMP7,CDKN2A,VEGFA,STAT3,CUX1,TGFB1,SIRT2,IL1B,KRAS"
"GO:BP","negative regulation of metabolic process","GO:0009892","false","1.0985759246044946e-9","8.959169922815104","3559","52","32","21110","BCL2,MYB,MET,PDCD4,MYCN,CCND3,PTEN,CCNE1,SIRT1,BTG2,NOTCH1,ADAM17,TGIF1,E2F1,BMP7,VIM,XRN2,CD34,BAX,CDKN2A,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CUX1,TGFB1,SIRT2,PER1,KDR,IL1B,PPARA"
"GO:BP","positive regulation of apoptotic process","GO:0043065","false","1.5247812285156956e-9","8.816792463244463","507","52","15","21110","BCL2,PDCD4,PTEN,E2F3,SIRT1,NOTCH1,PEA15,E2F1,BMP7,BAX,CDKN2A,MMP2,MMP9,TGFB1,SIRT2"
"GO:BP","enzyme-linked receptor protein signaling pathway","GO:0007167","false","1.5493182885904201e-9","8.809859352558055","990","52","19","21110","MET,CDK4,PDCD4,CCND3,FMOD,SIRT1,NOTCH1,ADAM17,BMP7,VIM,MMP2,VEGFA,MMP9,STAT3,TGFB1,SIRT2,KDR,IL1B,PPARA"
"GO:BP","response to oxygen levels","GO:0070482","false","1.5931028344100698e-9","8.797756189688258","327","52","13","21110","BCL2,SIRT1,NOTCH1,ADAM17,E2F1,BMP7,CD34,MMP2,VEGFA,CYBB,TGFB1,SIRT2,PPARA"
